"strain" "sex" "age" "malenum" "femalenum" "littersize" "femalelitterratio" "mousewt" "mousewtadj" "brainwt" "ccarea" "ccindex" "ccindex.1" "trans1st10min" "trans3rd5min" "bothcyl.1st10min" "nonsoc.3rd5min" "soc.3rd5min"
"29" "C57BL6/J" "Female" 43 8 4 12 0.621237959302911 35.4105637156765 35.2801037440924 0.909119630553 1.67186317298867 1.79087392714625 "cc1" 123 38 0 1 15
"30" "C57BL6/J" "Male" 43 5 3 8 0.171050497388772 11.8024843316278 11.6588019136775 0.247698225516379 0.453261581968847 0.491487691443022 "cc1" 52 23 4 0 1
"31" "C57BL6/J" "Male" 43 7 4 11 0.416946284496689 28.9819362643468 28.5941762193771 0.584266829049477 1.05216811944241 1.24761201571378 "cc1" 66 18 13 2 4
"32" "C57BL6/J" "Female" 24 2 4 7 0.550111035544011 10.3772945745022 10.2980785853839 0.35497564901584 0.588759636457192 0.774151761745455 "cc1" 21 13 7 16 49
"33" "C57BL6/J" "Female" 24 3 4 7 0.46790937938405 8.75926358206941 8.69937118150825 0.299162540802986 0.493303757221981 0.599526940910723 "cc1" 0 12 34 10 92
"34" "C57BL6/J" "Male" 24 1 2 3 0.693069637493187 12.3310949902788 12.2312929624798 0.441568527439659 0.726492227691658 1.05620283643368 "cc1" 17 3 29 2 39
"35" "C57BL6/J" "Male" 24 3 5 9 0.933304623231397 19.6217963988169 19.3828704152697 0.639127005988861 1.09846220935843 1.22342922552518 "cc1" 57 11 51 4 145
"36" "C57BL6/J" "Female" 71 4 4 8 0.624220129303914 25.9425885738707 25.6304785092187 0.585143949209489 1.16247266240009 1.17987351760603 "cc1" 88 23 1 1 1
"37" "C57BL6/J" "Female" 71 4 4 8 0.708909593417732 31.7307934013777 31.4472295640106 0.693313582362541 1.38350796251404 1.50432000932588 "cc1" 153 35 3 0 19
"38" "C57BL6/J" "Male" 71 3 3 5 0.272943437167847 15.1756551065323 15.0664777316652 0.249961599758314 0.495326832034722 0.531019140367802 "cc1" 53 20 3 3 9
"39" "C57BL6/J" "Female" 32 2 3 5 0.979740952675902 27.9814016294098 27.3298738953917 0.773603456813095 1.36861973263849 1.41475588599444 "cc1" 70 16 48 8 91
"40" "C57BL6/J" "Female" 32 2 2 4 0.426341256927661 11.8107186788966 11.6838821548655 0.336564447002542 0.595363182830012 0.730542015879928 "cc1" 44 8 13 5 68
"41" "C57BL6/J" "Male" 32 3 4 8 0.860442244415045 31.3953864166405 31.0942316308694 0.718103586671264 1.30645463389304 1.192868634457 "cc1" 97 24 35 13 102
"42" "C57BL6/J" "Male" 32 3 4 8 0.200459841278374 4.00268188372794 3.99566578927794 0.154634721678114 0.270175765080799 0.328868039871895 "cc1" 89 25 47 8 137
"43" "C57BL6/J" "Male" 32 4 4 8 0.613047802814114 NA NA NA NA NA NA 74 28 20 16 76
"44" "C57BL6/J" "Male" 32 4 4 9 0.555034103901762 NA NA NA NA NA NA 96 10 23 10 138
"45" "C57BL6/J" "Female" 20 3 4 7 0.335871985286522 5.62854272492871 5.58017715908614 0.277920632722849 0.496466487678217 0.425775686786913 "cc1" 64 10 19 6 56
"46" "C57BL6/J" "Female" 20 5 7 12 0.52248276971991 9.53635550529871 9.46111798651924 0.421236058266597 0.742340383727557 0.670801867714017 "cc1" 43 0 16 0 61
"47" "C57BL6/J" "Male" 20 3 4 7 0.224658540084265 4.33905503971626 4.29457264881516 0.18561288566913 0.331312935138819 0.269656057695653 "cc1" 25 5 22 4 62
"48" "C57BL6/J" "Male" 20 5 6 11 0.699820408209783 12.6345576397118 12.5337835010102 0.568995980643849 1.00722491955505 0.823935932277069 "cc1" 74 5 91 6 124
"49" "C57BL6/J" "Female" 32 10 3 13 0.309254271558039 NA NA NA NA NA NA 144 45 63 15 89
"50" "C57BL6/J" "Male" 32 8 2 11 0.263521426307318 NA NA NA NA NA NA 96 32 55 11 117
"51" "C57BL6/J" "Male" 32 8 2 10 0.184409380767565 NA NA NA NA NA NA 92 14 55 6 61
"52" "C57BL6/J" "Female" 71 8 3 12 0.105667853142078 7.63714407820653 7.59646195478752 0.165465291069714 0.327039891790628 0.401366882786945 "cc1" 130 33 66 12 81
"53" "C57BL6/J" "Female" 71 1 0 2 0.316439528669323 22.0400131497783 21.8849577808854 0.478235059199713 0.941363295315858 1.18751072523058 "cc1" 19 6 5 2 10
"54" "C57BL6/J" "Male" 71 8 3 11 0.337019640307451 30.0200244303661 29.394852998221 0.539534741628663 1.06901955759341 1.26901125587168 "cc1" 172 45 70 8 131
"55" "C57BL6/J" "Female" 32 3 2 5 0.489846398261906 22.1312602956042 21.8520478483157 0.615589969311327 1.04488645471338 1.25453256821321 "cc1" 69 15 51 9 51
"56" "C57BL6/J" "Female" 32 3 2 5 0.404524038967037 17.9244601845539 17.7181529244744 0.508486717490052 0.863213847614974 1.04187830737731 "cc1" 101 23 44 10 28
"57" "C57BL6/J" "Male" 32 2 1 3 0.331417747485148 17.6281100063631 17.1906385792453 0.419376018087082 0.714728886586249 0.845072380755372 "cc1" 41 8 22 5 61
"58" "C57BL6/J" "Male" 32 2 1 3 0.169687495827377 9.21403103264061 9.11221853504237 0.223427525979335 0.389448075187903 0.44449726388554 "cc1" 66 19 20 9 44
"59" "C57BL6/J" "Female" 24 1 1 3 0.310734584751537 8.30904279625609 8.28418402947597 0.278666775605178 0.49138324294269 0.485481851257142 "cc1" 26 6 8 12 34
"60" "C57BL6/J" "Female" 24 4 4 9 0.628685978102115 16.2955405524068 16.0692136002901 0.560284943684605 0.984673126342657 0.985298877614613 "cc1" 59 2 34 0 107
"61" "C57BL6/J" "Male" 24 3 3 5 0.794485586585775 20.6725149629619 20.4500589987179 0.710587908642317 1.25121946060221 1.25176747928115 "cc1" 61 5 48 5 47
"62" "C57BL6/J" "Male" 24 4 4 8 0.615928299781894 18.6995831813783 18.5024861254481 0.577987116515329 1.0431854427746 0.978010313443904 "cc1" 63 8 31 2 85
"63" "C57BL6/J" "Female" 32 2 5 7 1.04056748436366 26.2223006059643 25.8803998611019 0.638908435399289 1.10071228495988 1.36380894107372 "cc1" 96 19 21 4 74
"64" "C57BL6/J" "Female" 32 3 7 10 0.79587098870667 18.6915986490538 18.2140760558298 0.480819773034358 0.820690793968765 1.1072993143665 "cc1" 107 30 45 5 65
"65" "C57BL6/J" "Male" 32 3 7 11 0.564681974587732 16.0369680782916 15.5368211865139 0.360670444054536 0.635001014194607 0.73477861134463 "cc1" 99 25 46 17 79
"66" "C57BL6/J" "Male" 32 3 6 8 0.389218728226517 12.18254619349 12.0824613776603 0.23592215198073 0.403458573412062 0.528739213401442 "cc1" 89 20 31 3 73
"67" "C57BL6/J" "Female" 20 2 3 5 0.789565297660569 9.865618389336 9.81824447150005 0.536391184697512 0.950830061405836 0.871852865597167 "cc1" 133 6 38 0 158
"68" "C57BL6/J" "Female" 20 1 2 3 0.534936766505032 7.06918936582941 7.02906910836159 0.36100207669542 0.637695444347969 0.630362867096673 "cc1" 41 9 17 6 57
"69" "C57BL6/J" "Male" 20 1 2 2 1.18173241618046 14.2694189182444 14.1807889870752 0.776043677317689 1.35082650693631 1.41734696437434 "cc1" 47 0 47 0 101
"70" "C57BL6/J" "Female" 43 2 2 4 0.065600479281419 2.46789003056698 2.42590572382687 0.0579514633972055 0.101364548576063 0.133817879237433 "cc1" 41 18 0 2 1
"71" "C57BL6/J" "Female" 43 3 3 7 0.773092573051228 27.9086418871493 27.6457904123119 0.696556408319156 1.23130454109869 1.61087245030481 "cc1" 54 13 3 2 7
"72" "C57BL6/J" "Male" 43 5 5 11 0.708192107348016 32.5768369380087 32.0669386207181 0.645021371372573 1.14667633253361 1.52384032630388 "cc1" 91 49 8 4 7
"73" "C57BL6/J" "Male" 43 5 5 10 0.604805671495683 28.0025025902501 27.6154269604929 0.546865288166397 0.968499513992898 1.13658677599108 "cc1" 119 31 20 1 18
"74" "C57BL6/J" "Male" 43 2 0 2 0.161886213614016 18.8030837112679 18.3336136917873 NA NA NA NA 32 8 7 1 38
"75" "C57BL6/J" "Female" 32 1 2 4 0.214130145808114 5.90656594197101 5.84489645997827 0.137420162373815 0.227138980426248 0.345552144558354 "cc1" 72 17 24 5 52
"76" "C57BL6/J" "Female" 32 3 4 7 0.487041594985938 11.6578276175834 11.5799009623857 0.314434053722922 0.521679993221338 0.820260159610701 "cc1" 89 19 35 6 91
"77" "C57BL6/J" "Male" 32 2 4 6 0.322942854745107 10.3238371804916 10.2463308953528 0.216810914961675 0.368371872007811 0.544791290192672 "cc1" 67 12 22 4 88
"78" "C57BL6/J" "Male" 32 4 7 11 0.765392267351094 23.7210371497451 23.4516190716375 0.52793697032809 0.911086216225909 1.10396511780812 "cc1" 141 20 83 14 120
"79" "C57BL6/J" "Female" 32 4 4 7 0.539237133350051 14.6025415711194 14.3329230044444 0.492754892455277 0.877479017615205 0.947297431365336 "cc1" 87 7 4 0 26
"80" "C57BL6/J" "Female" 32 3 3 6 0.677089349355412 21.5314413095021 21.3553980786697 0.619130501050589 1.10289729937804 1.20491155120387 "cc1" 59 17 3 2 5
"81" "C57BL6/J" "Male" 32 5 5 9 0.82623370745408 30.2401536928193 29.8931355356886 0.763770439170552 1.36814387149906 1.60801255474089 "cc1" 108 21 4 0 14
"82" "C57BL6/J" "Male" 32 1 1 3 0.841624346981186 32.789684558387 31.8807302636473 0.798196530676957 1.44816618136359 1.63301901107873 "cc1" 24 7 2 0 11
"83" "C57BL6/J" "Female" 20 4 4 8 0.137299027516795 2.74048858923524 2.72950466703389 0.125573690566861 0.223717781416417 0.194253184940907 "cc1" 87 1 1 0 26
"84" "C57BL6/J" "Female" 20 4 4 8 0.216070253648917 4.45104722516769 4.39919036429195 0.188542903334045 0.327566825936831 0.342059213581757 "cc1" 64 2 4 0 7
"85" "C57BL6/J" "Male" 20 3 3 6 0.398521456438644 8.12983771134834 8.12186728221956 0.363132751106892 0.645700404580148 0.628357206704485 "cc1" 50 5 1 0 0
"86" "C57BL6/J" "Male" 20 5 5 10 0.33782399795617 6.91863547814237 6.74296699920516 0.320932798058362 0.582746396474394 0.52406783688815 "cc1" 121 22 0 0 1
"87" "C57BL6/J" "Female" 71 4 4 9 0.396845001544212 16.1277808627568 15.9372952620155 0.373748622454339 0.742877969090703 0.725303442153416 "cc1" 131 40 13 7 72
"88" "C57BL6/J" "Female" 71 5 5 10 0.588492791287381 24.1517441544341 23.6338704981012 0.557655769023922 1.10914413359515 1.07495252116558 "cc1" 114 31 38 13 55
"89" "C57BL6/J" "Male" 71 6 6 11 0.587616956542051 33.6704516098595 33.2356150620184 0.569048260715322 1.1343827822653 1.06860846115078 "cc1" 133 40 29 6 109
"90" "C57BL6/J" "Female" 71 3 2 5 0.429421950897227 22.5231813245596 22.3084703491109 0.494479376458157 0.980499140483639 1.04418449420394 "cc1" 79 24 25 16 45
"91" "C57BL6/J" "Female" 71 2 2 4 0.662010664475254 32.786078158137 32.7364273583013 0.776207504097235 1.5421538428951 1.67077528750122 "cc1" 57 15 29 3 57
"92" "C57BL6/J" "Male" 71 1 1 2 0.295434084988454 22.2978875645036 22.1944856347576 0.356367365017323 0.710149681790997 0.731799805012266 "cc1" 38 10 13 3 37
"93" "C57BL6/J" "Male" 71 3 2 5 0.0141190437198115 1.02786638280228 1.02010090875638 0.0177723462823127 0.0355694008911351 0.0298554420759962 "cc1" 96 26 26 1 85
"94" "C57BL6/J" "Female" 20 2 2 5 0.590483962158984 10.8767145829685 10.8176661867526 0.425502743131764 0.652850878242215 1.00904563244977 "cc1" 74 4 61 2 81
"95" "C57BL6/J" "Female" 20 2 2 5 0.525723140911835 8.96883678395591 8.91626446986473 0.400075310233907 0.638595899265606 0.915229441397297 "cc1" 24 8 7 8 69
"96" "C57BL6/J" "Male" 20 3 3 6 0.512140743527026 9.04440553068728 8.95222019685242 0.409098025929388 0.674366445446647 0.745209198774228 "cc1" 92 11 28 1 132
"97" "C57BL6/J" "Male" 20 2 2 4 0.585315283977794 10.3015489980092 10.2430174696114 0.478787902293836 0.801062497652009 1.05835176239884 "cc1" 28 1 16 0 76
"98" "C57BL6/J" "Female" 24 4 5 10 0.608099739470566 11.8508504325913 11.7839594611938 0.385403480201956 0.572352596762749 1.00180612504366 "cc1" 82 0 14 0 64
"99" "C57BL6/J" "Female" 24 6 8 14 0.555705274293886 12.9692349373698 12.8775435670349 0.379704152486861 0.597308150151655 0.914027392472748 "cc1" 63 14 31 9 87
"100" "C57BL6/J" "Male" 24 2 2 4 0.442773042818017 9.92770958332439 9.87088704278206 0.302458265801036 0.475702074408811 0.762779403068948 "cc1" 25 1 14 1 41
"101" "C57BL6/J" "Male" 24 7 9 16 0.871634907930571 17.9295300710731 17.881590151097 0.571763445581993 0.872602423405543 1.39297280621357 "cc1" 75 25 32 13 131
"102" "C57BL6/J" "Female" 32 6 5 11 0.45473009493751 11.8479926354448 11.7661412182742 0.453968422482458 0.79599480055697 0.883315796463161 "cc1" 40 5 21 1 106
"103" "C57BL6/J" "Female" 32 3 2 5 0.813083193710731 21.1299995176876 20.9836445426733 0.775315480138183 1.32498817754809 1.56355676091292 "cc1" 25 11 24 6 0
"104" "C57BL6/J" "Male" 32 8 7 15 0.496357178028583 13.1559470168035 13.1001068342195 0.497647707189105 0.874591275704515 0.878949991719675 "cc1" 105 3 107 0 103
"105" "C57BL6/J" "Male" 32 5 4 10 0.692735063908565 19.6390390814469 19.5455198477257 0.712772426344893 1.26985091508298 1.24864239102026 "cc1" 48 0 26 0 108
"106" "C57BL6/J" "Female" 20 0 1 2 0.97547090746744 10.8992616061029 10.8472364910379 0.535338434018131 0.899150063667188 0.963260823663417 "cc1" 29 6 9 4 37
"107" "C57BL6/J" "Female" 20 1 3 4 0.831160800046055 10.0071760325545 9.90743673654898 0.435639080664139 0.710775469767385 0.801163254816224 "cc1" 42 13 31 12 116
"108" "C57BL6/J" "Female" 20 1 3 3 0.920832714264107 10.7676038721283 10.7184927940342 0.483375786141038 0.789448302592904 1.01902616502713 "cc1" 45 5 78 3 89
"109" "C57BL6/J" "Male" 20 1 4 5 0.179429786915053 2.02157559924293 2.01200601060746 0.0967724650761854 0.160804975033271 0.221152436411239 "cc1" 74 0 99 0 176
"110" "C57BL6/J" "Female" 24 5 2 7 0.258445226279081 8.56745925971901 8.52093911894225 0.350529260752847 0.620788018595404 0.68430674364103 "cc1" 35 3 13 0 57
"111" "C57BL6/J" "Female" 24 5 2 7 0.200521027299029 5.97953704003657 5.88930257766177 0.247302583215195 0.415060480031593 0.492315057884733 "cc1" 58 5 43 2 83
"112" "C57BL6/J" "Male" 24 7 4 11 0.228886630288358 8.21931890187427 8.09572012139496 0.313940902417453 0.559243282075395 0.535091774119426 "cc1" 65 12 52 11 102
"113" "C57BL6/J" "Male" 24 3 2 5 0.161620396788508 5.74075649966857 5.72136205203455 0.205096283729713 0.350118265913063 0.432867812825773 "cc1" 40 1 30 0 30
"114" "C57BL6/J" "Female" 32 1 2 3 0.330016159921742 8.58042015796529 8.37691019268021 0.242891893702402 0.424796801051266 0.483566769643958 "cc1" 47 12 29 12 63
"115" "C57BL6/J" "Female" 32 1 2 3 0.375613929009122 10.1353158510961 10.0351521366937 0.277641295859243 0.48670174851357 0.600430438186234 "cc1" 61 12 30 0 56
"116" "C57BL6/J" "Male" 32 1 2 3 0.394392067802993 12.515374951615 12.2721665098031 0.29921211543987 0.531798264225555 NA NA 35 4 21 7 76
"117" "C57BL6/J" "Female" 71 4 4 8 0.805364481535478 33.7286644867058 33.5836988800294 0.697606713906031 1.37366187428617 1.503412507795 "cc1" 92 29 19 4 24
"118" "C57BL6/J" "Female" 71 3 3 6 0.427607325145727 17.2753359358874 17.2582316428815 0.385188678491271 0.76189362765165 0.80349167361357 "cc1" 52 21 17 4 68
"119" "C57BL6/J" "Male" 71 2 2 4 0.371828197173212 20.7182671464914 20.5174799200178 0.337694368672711 0.668561971645322 0.733162166665268 "cc1" 53 14 15 2 49
"120" "C57BL6/J" "Female" 24 3 6 9 0.72782039457618 11.1356520314477 10.9282232190972 0.468679942852991 0.806908997349346 0.85769582737121 "cc1" 69 25 57 14 123
"121" "C57BL6/J" "Female" 24 1 3 4 0.546596411693417 7.93657989382013 7.82999359359321 0.351898769672273 0.605770938920461 0.741653000298363 "cc1" 49 8 40 4 55
"122" "C57BL6/J" "Male" 24 4 8 11 0.908090692232247 12.6814865106826 12.5044088257858 0.602472769460248 1.0545793417224 1.05152775789217 "cc1" 111 11 143 0 205
"123" "C57BL6/J" "Male" 43 5 6 10 0.601369156340991 22.5693844194219 22.482787260978 0.501397547389746 0.899138296122234 1.22280711755418 "cc1" 83 30 36 8 102
"124" "Balb/cJ" "Female" 43 2 2 4 0.378000484958955 15.4980198833172 15.4148597766262 0.347155645386304 0.6197998351775 0.789960029989977 "cc1" 123 42 69 30 95
"125" "Balb/cJ" "Female" 43 2 2 4 0.825361564271375 33.2125493462801 32.8824047205716 0.787064787689184 1.43177121277284 1.41594955651571 "cc1" 117 26 40 31 98
"126" "Balb/cJ" "Female" 71 5 3 8 0.292387156228552 18.2605525303272 17.7303571536994 0.373397890980943 0.74350545183046 0.824740950437587 "cc1" 77 18 49 16 65
"127" "Balb/cJ" "Female" 71 3 2 5 0.534577849026991 31.7325411182422 31.5187099786314 0.686968174522951 1.36877589087663 1.38766230247283 "cc1" 61 17 35 9 47
"128" "Balb/cJ" "Male" 71 4 3 7 0.414908446826279 33.2479968723458 32.9713912411283 0.531304096442612 1.05822675968674 0.691774360623507 "cc0" 86 36 42 15 60
"129" "Balb/cJ" "Male" 71 1 1 2 0.264929229461406 21.4133465199339 21.2155326952694 0.338049696792754 0.673061538421017 0.739823130585199 "cc1" 21 8 15 5 10
"130" "Balb/cJ" "Male" 32 4 0 4 0 22.3256766142573 22.2617367289659 0.472196052877204 0.827350145728446 0 "cc0" 67 17 49 13 25
"131" "Balb/cJ" "Male" 32 6 0 6 0 21.9659695151466 21.7874697628725 0.504209300247295 0.920365722696301 1.28453742814084 "cc1" 107 14 65 17 17
"132" "Balb/cJ" "Male" 32 4 0 4 0 18.714147193473 18.6765308172047 0.437290374118841 0.785712059303853 0.943973695658378 "cc1" 94 24 34 1 32
"133" "Balb/cJ" "Male" 32 10 0 10 0 22.9343222325991 22.6655606439358 0.509751146498002 0.905995315383884 1.30157079423877 "cc1" 147 34 105 4 145
"134" "Balb/cJ" "Male" 20 3 0 4 0.110109132562777 9.17869729043313 9.15227109861806 0.354022883015842 0.585895098731841 0.857303827186979 "cc1" 27 8 12 0 4
"135" "Balb/cJ" "Male" 20 8 1 9 0.173869353927356 15.2865935972932 15.2587745006648 0.576828968589397 0.973237185995455 1.4339808839166 "cc1" 18 4 2 0 32
"136" "Balb/cJ" "Female" 24 4 2 6 0.789783086054636 26.280032188468 26.2010538798625 0.787018845253445 1.29567864182693 1.00394795144372 "cc0" 108 15 67 14 137
"137" "Balb/cJ" "Female" 24 4 3 7 0.58757523249003 19.8747322389753 19.6397021459793 0.593304091006808 0.98496705160385 1.51670290329314 "cc1" 145 23 84 7 104
"138" "Balb/cJ" "Male" 24 4 3 6 0.473759216312303 15.9183096680934 15.88277772687 0.472930137683757 0.779464194618225 1.24778933823712 "cc1" 67 8 43 15 14
"139" "Balb/cJ" "Male" 24 4 2 6 0.733307476648482 25.1524464490429 24.987452266797 0.73569072594759 1.21639210957759 2.04000449720916 "cc1" 55 15 41 6 80
"140" "Balb/cJ" "Female" 71 3 3 6 0.789763714454863 33.77029643009 33.6755247843554 0.751223245189466 1.49473839652585 0.561939127319417 "cc0" 128 45 37 12 16
"141" "Balb/cJ" "Female" 71 3 3 6 0.594497112974368 22.3055316787983 22.2698618520198 0.542181367032624 1.0738995848769 1.05928257378373 "cc1" 108 51 41 19 20
"142" "Balb/cJ" "Male" 71 3 3 6 0.544422363370481 30.0847797998528 29.7690148290979 0.516547938365912 1.02752099173091 1.07959871572511 "cc1" 90 27 46 22 101
"143" "Balb/cJ" "Female" 43 0 1 1 0.980457101708766 32.2374295041842 32.0648690542835 0.733695658350704 1.32211110519861 1.5722245054901 "cc1" 15 5 1 0 0
"144" "Balb/cJ" "Male" 43 3 5 8 0.656949497496328 24.4595436907833 24.1231855480652 0.487719306941274 0.875372066423908 0.647483366081336 "cc0" 79 27 4 7 16
"145" "Balb/cJ" "Male" 43 3 4 7 0.292298830827928 9.70899796478047 9.67158371443449 0.211530817893555 0.374708393996231 0.508415584941143 "cc1" 65 26 0 2 5
"146" "Balb/cJ" "Female" 32 4 4 8 0.680978423294418 NA NA NA NA NA NA 59 18 61 16 46
"147" "Balb/cJ" "Female" 32 5 4 10 0.458636073022877 NA NA NA NA NA NA 86 19 42 8 72
"148" "Balb/cJ" "Male" 32 6 5 11 0.372390588826458 NA NA NA NA NA NA 96 18 55 5 93
"149" "Balb/cJ" "Male" 32 6 5 10 0.656690194294173 NA NA NA NA NA NA 74 18 29 16 2
"150" "Balb/cJ" "Male" 32 1 0 1 0.461125603907441 NA NA NA NA NA NA 23 1 9 2 0
"151" "Balb/cJ" "Male" 32 2 1 3 0.502126895879802 NA NA NA NA NA NA 0 35 115 20 84
"152" "Balb/cJ" "Female" 24 2 4 7 1.03908895199439 20.3089935565758 20.1687165481267 0.618621607260547 1.01565230017433 1.3912881697613 "cc1" 53 4 19 14 80
"153" "Balb/cJ" "Female" 24 1 1 2 0.272130606358121 5.60452983514324 5.54330044874328 0.172830148011628 0.295199117711499 0.411480983882059 "cc1" 25 1 10 0 49
"154" "Balb/cJ" "Male" 24 2 4 6 0.434390288807112 9.23948143830754 9.13522776904596 0.272623345119032 0.462417150009738 0.576897822740973 "cc1" 75 18 30 12 25
"155" "Balb/cJ" "Male" 24 2 3 5 0.487719411156016 10.0665286412269 9.98605493842639 0.298776911124787 0.499434431162266 0.315773099814181 "cc0" 39 11 17 3 7
"156" "Balb/cJ" "Female" 71 3 3 5 0.371069580434843 16.7723450356549 16.4903321545244 0.351848176168318 0.699852071483332 0 "cc0" 46 16 38 3 33
"157" "Balb/cJ" "Female" 71 4 4 8 0.255357893618225 10.9037820574982 10.7965317421786 0.245552150503286 0.489143152383583 0.492358116946405 "cc1" 110 52 77 29 55
"158" "Balb/cJ" "Male" 71 6 6 12 0.752441678553461 46.7717747388831 46.2149678967536 0.721892546404191 1.43767526637853 1.53690259927357 "cc1" 183 48 59 11 180
"159" "Balb/cJ" "Male" 71 3 3 5 0.377124516554331 22.2277190057123 21.8204245278336 0.359097964663034 0.714590618947808 0.793189349392563 "cc1" 66 24 50 11 66
